35640.0,35813.41,23.27,Sensor
35640.0,35867.66,23.66,Sensor2
35640.0,35813.58,23.27,Sensor
35640.0,35867.66,23.66,Sensor2
35640.0,35813.47,23.27,Sensor
35640.0,35867.66,23.66,Sensor2
35640.0,35813.47,23.27,Sensor
35640.0,35867.66,23.66,Sensor2
35640.0,35813.47,23.27,Sensor
35640.0,35867.83,23.66,Sensor2
35640.0,35813.80,23.27,Sensor
35640.0,35867.59,23.66,Sensor2
35640.0,35813.80,23.27,Sensor
35640.0,35867.43,23.66,Sensor2
35640.0,35814.02,23.27,Sensor
35640.0,35867.55,23.66,Sensor2
35640.0,35814.19,23.27,Sensor
35640.0,35867.89,23.66,Sensor2
35640.0,35814.07,23.26,Sensor
35640.0,35867.89,23.66,Sensor2
35640.0,35814.14,23.26,Sensor
35640.0,35867.89,23.66,Sensor2
35640.0,35814.03,23.26,Sensor
35640.0,35868.06,23.66,Sensor2
35640.0,35814.19,23.26,Sensor
35640.0,35868.23,23.66,Sensor2
35640.0,35814.36,23.26,Sensor
35640.0,35868.40,23.66,Sensor2
35640.0,35814.36,23.26,Sensor
35640.0,35868.57,23.66,Sensor2
35640.0,35814.52,23.26,Sensor
35640.0,35868.57,23.66,Sensor2
35640.0,35814.58,23.26,Sensor
35640.0,35868.57,23.66,Sensor2
35640.0,35814.86,23.26,Sensor
35640.0,35868.74,23.66,Sensor2
35640.0,35815.02,23.26,Sensor
35640.0,35868.74,23.66,Sensor2
35640.0,35814.75,23.26,Sensor
35640.0,35868.74,23.66,Sensor2
35640.0,35814.91,23.26,Sensor
35640.0,35868.74,23.66,Sensor2
35640.0,35814.91,23.26,Sensor
35640.0,35868.91,23.66,Sensor2
35640.0,35814.91,23.26,Sensor
35640.0,35868.96,23.66,Sensor2
35640.0,35814.91,23.26,Sensor
35640.0,35869.13,23.66,Sensor2
35640.0,35815.08,23.26,Sensor
35640.0,35869.30,23.66,Sensor2
35640.0,35814.84,23.25,Sensor
35640.0,35869.18,23.65,Sensor2
35640.0,35815.01,23.25,Sensor
35640.0,35869.01,23.65,Sensor2
35640.0,35815.01,23.25,Sensor
35640.0,35869.01,23.65,Sensor2
35640.0,35815.29,23.25,Sensor
35640.0,35869.18,23.65,Sensor2
35640.0,35815.12,23.25,Sensor
35640.0,35869.18,23.65,Sensor2
35640.0,35815.12,23.25,Sensor
35640.0,35869.18,23.65,Sensor2
35640.0,35814.84,23.25,Sensor
35640.0,35868.87,23.65,Sensor2
35640.0,35814.39,23.24,Sensor
35640.0,35868.46,23.65,Sensor2
35640.0,35814.51,23.24,Sensor
35640.0,35868.46,23.65,Sensor2
35640.0,35814.34,23.24,Sensor
